id,date,ticker,emo_label,senti_label,original,processed,,,,,
103817,2020/7/14,TSLA,confusion,bullish,$TSLA wonder if this will hit 17 tomorrow ??,Tesla wonder if this will hit 17 tomorrow  [thinking face],,,,,
103818,2020/7/14,TSLA,excitement,bullish,$TSLA thanks Elon!! You?ôve done it again ??????????,Tesla thanks Elon!! You?ôve done it again  [raising hands]  [rocket],,,,,
103819,2020/7/15,JPM,excitement,bullish,$JPM wow almost $100. This should be good for my other bank plays too. Let?ôs go!! ?íØ?í∞?í™?èΩ,JPMorgan wow almost $100. This should be good for my other bank plays too. Let?ôs go!!  [hundred points]  [money bag]  [flexed biceps medium skin tone],,,,,
103820,2020/7/15,BA,optimism,bullish,$BA all we need now is the wallstreetbets autists to hop on this train to trendy town ???ä??Boeing all we need now is the wallstreetbets autists to hop on this train to trendy town  [full moon face]  [raised fist medium skin tone],,,,,,
103821,2020/7/15,TSLA,disgust,bullish,$TSLA how come no one is talking about the Texas Plant??,Tesla how come no one is talking about the Texas Plant [eyes],,,,,
103822,2020/7/15,CCL,excitement,bearish,$CCL the dump is going to be hilarious ??,Carnival the dump is going to be hilarious  [face with tears of joy],,,,,
103823,2020/7/15,PFE,excitement,bullish,$PFE Look at the amount of buyers and support ?í™ can see +$36 today,Pfizer Look at the amount of buyers and support  [flexed biceps]  can see +$36 today,,,,,
103824,2020/7/15,BA,optimism,bullish,"$BA folks need to calm down. This will open at 183, trade in the 182 - 185 range, and close at 184. There's my wild prediction for the day. ??","Boeing folks need to calm down. This will open at 183, trade in the 182 - 185 range, and close at 184. There's my wild prediction for the day.  [smiling face with open hands] ",,,,,
103825,2020/7/15,AAPL,surprise,bullish,$AAPL Apple wins appeal against $15 billion EU tax bill ??,Apple Apple wins appeal against $15 billion EU tax bill  [call me hand],,,,,
103826,2020/7/15,TSLA,anxiety,bullish,$TSLA still over 10% shorties out there. ???ç‚?Ô∏?Tesla still over 10% shorties out there.  [man in lotus position],,,,,,
103827,2020/7/15,TSLA,disgust,bullish,"$TSLA ?©≥?©≥?©≥?©≥?©≥?©≥ are trying to beak the stock one at a time.Robinhood gangsters have 10 years time horizon,Robinhood wins.","Tesla  [shorts]       are trying to beak the stock one at a time.Robinhood gangsters have 10 years time horizon,Robinhood wins.",,,,,
103828,2020/7/15,AAPL,optimism,bullish,$AAPL let?ôs get the party started it will be a long day ?çæ??,Apple let?ôs get the party started it will be a long day  [bottle with popping cork]  [money mouth face],,,,,
103829,2020/7/15,AAPL,anxiety,bullish,$AAPL $15bn win for Apple - well done Apple! Let EU pay your legal costs of $10m now ????,Apple $15bn win for Apple - well done Apple! Let EU pay your legal costs of $10m now  [grinning squinting face]  [thumbs up],,,,,
103830,2020/7/15,BA,confusion,bullish,"$BA ??just watching, no excitment, would like to see 190's today.","Boeing  [eyes] just watching, no excitment, would like to see 190's today.",,,,,
103831,2020/7/15,AMZN,optimism,bearish,$AMZN i thought my puts were toast AH yesterday with the market run up action... this morning i might be okay ??,Amazon i thought my puts were toast AH yesterday with the market run up action... this morning i might be okay  [grinning face with sweat],,,,,
103832,2020/7/15,CCL,panic,bearish,$CCL The we got a cure pump is about done.  Back to reality!??,Carnival The we got a cure pump is about done.  Back to reality! [face with rolling eyes],,,,,
103833,2020/7/15,TSLA,optimism,bullish,"$TSLA Smart money + Retail + Fanboys = gap fill. This needed a breather. Yes, Bulls will continue to buy even if continues to drop and this will short squeeze like clock work. Everyone could see/feel the future. I?ôm not selling!??","Tesla Smart money + Retail + Fanboys = gap fill. This needed a breather. Yes, Bulls will continue to buy even if continues to drop and this will short squeeze like clock work. Everyone could see/feel the future. I?ôm not selling! [money mouth face] ",,,,,
103834,2020/7/15,CCL,anger,bearish,$CCL UNDER $15 before the day ends ?§£?§£?§£ y?ôall boutta be sick ?ò≠,Carnival UNDER $15 before the day ends  [rolling on the floor laughing]    y?ôall boutta be sick  [loudly crying face],,,,,
103835,2020/7/15,JNJ,excitement,bullish,$JNJ I mean lol how can you bet against THE big pharma. ??,Johnson & Johnson I mean lol how can you bet against THE big pharma.  [face with tears of joy],,,,,
103836,2020/7/15,TSLA,excitement,bullish,$TSLA I am a converted bear to bull ???êÆ,Tesla I am a converted bear to bull  [grinning face with smiling eyes]  [cow face],,,,,
103837,2020/7/15,BA,excitement,bullish,$BA ladies and gents fasten your seat belts and prepare for take off!!! ?? ??,Boeing ladies and gents fasten your seat belts and prepare for take off!!!  [rocket],,,,,
103838,2020/7/15,WMT,confusion,bullish,$WMT You know what all of these mask haters will do if they can't go inside? Order from Walmart+ ??,Walmart You know what all of these mask haters will do if they can't go inside? Order from Walmart+  [face with tears of joy],,,,,
103839,2020/7/15,BA,amusement,bullish,$BA was so close to selling this morning glad I didn't ??Boeing was so close to selling this morning glad I didn't  [smiling face],,,,,,
103840,2020/7/15,TSLA,excitement,bullish,"$TSLA Roll ?òem bigger Elon!! 
We got this Rocket man! ???????????çª?çª?çª?çª?çª?çª?çª?çª?çª","Tesla Roll ?òem bigger Elon!! 
We got this Rocket man!  [rocket]      [clinking beer mugs]         ",,,,,
103841,2020/7/15,TSLA,disgust,bullish,$TSLA fck all the bears . Time to get ?í∞,Tesla fck all the bears . Time to get  [money bag],,,,,
103842,2020/7/15,AAPL,disgust,bullish,"$AAPL  Seriously though, this will break $400, if you?ôre going to short, at least wait until after earnings ??????","Apple  Seriously though, this will break $400, if you?ôre going to short, at least wait until after earnings  [face with tears of joy]   ",,,,,
103843,2020/7/15,TSLA,optimism,bullish,$TSLA lmao the fastest car in the world has the fasted moving stock on the market ?§™?§™,Tesla lmao the fastest car in the world has the fasted moving stock on the market  [zany face],,,,,
103844,2020/7/15,TSLA,optimism,bullish,$TSLA sent Elon all my bitcoin. Seems pretty legit.....Haven?ôt heard back yet though. Lol ??,Tesla sent Elon all my bitcoin. Seems pretty legit.....Haven?ôt heard back yet though. Lol  [face with tears of joy],,,,,
103845,2020/7/15,TSLA,amusement,bullish,$TSLA Phew! Not another one of those tweets ????,Tesla Phew! Not another one of those tweets  [see no evil monkey]  [money mouth face],,,,,
103846,2020/7/15,BABA,belief,bullish,$BABA This will double in 12 months ?§´ ?í∏ ?íπ?íµ?íµ?í∏?í∏,Alibaba This will double in 12 months  [shushing face]   [money with wings]   [chart increasing with yen]  [dollar banknote],,,,,
103847,2020/7/16,TSLA,disgust,bullish,$TSLA  Vehicle registrations accounted for 50% of all vehicle registrations in California. Down from the last year is expected ?§£ BTD,Tesla  Vehicle registrations accounted for 50% of all vehicle registrations in California. Down from the last year is expected  [rolling on the floor laughing]  BTD,,,,,
103848,2020/7/16,BABA,optimism,bullish,"$BABA    Split last year, us was NOT affected! Sorry! I still LOVE Baba! ??","Alibaba    Split last year, us was NOT affected! Sorry! I still LOVE Baba!  [grinning face] ",,,,,
103849,2020/7/16,SBUX,excitement,bullish,$SBUX Rejoice! H&S did not materialized. Let's go!?í•??,Starbucks Rejoice! H&S did not materialized. Let's go! [collision]  [rocket],,,,,
103850,2020/7/16,TSLA,excitement,bullish,$TSLA I?ôm planning to sell everything I have on my profile and buy a strong out of money call on Tesla tomorrow and hold it till next week Thursday. What?ôs good???????,Tesla I?ôm planning to sell everything I have on my profile and buy a strong out of money call on Tesla tomorrow and hold it till next week Thursday. What?ôs good??? [rocket],,,,,
103851,2020/7/16,MSFT,anxiety,bearish,"$MSFT Reality check underway, bulls will be bear ?êª meals for the near future.","Microsoft Reality check underway, bulls will be bear  [bear]  meals for the near future.",,,,,
103852,2020/7/16,BA,disgust,bullish,$BA Sold my Put. You can run now ??.,Boeing Sold my Put. You can run now  [winking face] .,,,,,
103853,2020/7/16,WMT,optimism,bearish,$WMT when your one of the loan wolves who bought puts ?ê∏ ??Walmart when your one of the loan wolves who bought puts  [frog]   [hot beverage],,,,,,
103854,2020/7/16,TSLA,confusion,bullish,"$TSLA Buyers are very bullish on tech today, and it?ôs not Robinhooders. I wonder what they know ??","Tesla Buyers are very bullish on tech today, and it?ôs not Robinhooders. I wonder what they know  [thinking face] ",,,,,
103855,2020/7/16,TSLA,excitement,bullish,$TSLA in on this triple bottom call me crazy ?§™,Tesla in on this triple bottom call me crazy  [zany face],,,,,
103856,2020/7/16,TSLA,optimism,bullish,"$TSLA 
Well I sent some bit coin. ...just waiting for the return funds...and waiting. ..and waiting...hang on do you think I've been duped......??","Tesla 
Well I sent some bit coin. ...just waiting for the return funds...and waiting. ..and waiting...hang on do you think I've been duped...... [smiling face with sunglasses] ",,,,,
103857,2020/7/16,TSLA,excitement,bullish,$TSLA But but but I thought it was going to $1000. I bought puts with my mom's money and my rent... ????,Tesla But but but I thought it was going to $1000. I bought puts with my mom's money and my rent...  [face with tears of joy],,,,,
103858,2020/7/16,FB,confusion,bullish,$FB to 300 in 30 days.. who is a believer??????,Facebook to 300 in 30 days.. who is a believer [thinking face]   [face with tears of joy],,,,,
103859,2020/7/16,TSLA,excitement,bullish,"$TSLA hey ?êª, I got a msg for u?î• ?©≥ ?î•","Tesla hey  [bear] , I got a msg for u [fire]   [shorts]   ",,,,,
103860,2020/7/16,BA,disgust,bullish,$BA down 20k - own stocks so ?§∑?èª?ç‚?Ô∏?Boeing down 20k - own stocks so  [man shrugging light skin tone],,,,,,
103861,2020/7/16,DIS,excitement,bullish,$DIS Trading at 1.37%- but bears here make it seem like it?ôs trading at 11.37%- ?§™???§™???§™,Disney Trading at 1.37%- but bears here make it seem like it?ôs trading at 11.37%-  [zany face]  [winking face with tongue],,,,,
103862,2020/7/16,TSLA,surprise,bullish,$TSLA imagine...I set a sell on Monday and......it was 10 cents shy from my sale price. And boom. 20k gone forever. ?•¥,Tesla imagine...I set a sell on Monday and......it was 10 cents shy from my sale price. And boom. 20k gone forever.  [woozy face],,,,,
103863,2020/7/16,BAC,disgust,bearish,$BAC ?? ?? still waiting to hear from the bulls of yesterday 27+ ?§£,Bank of America Corporation  [face with tears of joy]    still waiting to hear from the bulls of yesterday 27+  [rolling on the floor laughing],,,,,
103864,2020/7/16,NFLX,belief,bullish,$NFLX Discount price before Conference Call enjoy ??,Netflix Discount price before Conference Call enjoy  [smiling face with smiling eyes],,,,,
103865,2020/7/16,NFLX,anxiety,bullish,$NFLX this pullback needs to shoot it to 550 ??,Netflix this pullback needs to shoot it to 550  [grinning face with sweat],,,,,
103866,2020/7/17,MSFT,optimism,bearish,$MSFT please dip tomorrow so i  can load up on more calls.  This pullback is a blessing in disguise.  No one buy tomorrow and sell so it goes further down.  Thanks ??,Microsoft please dip tomorrow so i  can load up on more calls.  This pullback is a blessing in disguise.  No one buy tomorrow and sell so it goes further down.  Thanks  [folded hands],,,,,
103867,2020/7/17,NFLX,anxiety,bullish,$NFLX I swear if this stays around $480 or below im buying the FUQ out of those August $530 calls???????? but highly unlikely and this thing will rocket,Netflix I swear if this stays around $480 or below im buying the FUQ out of those August $530 calls [face with tears of joy]    [raising hands]  but highly unlikely and this thing will rocket,,,,,
103868,2020/7/17,NFLX,confusion,bullish,"$NFLX So one day, I'll get to tell people how I had a $1K bet on Netflix moving up and. ....it sank like a boat?õ∂...SMH...?§∑?èæ?ç‚?Ô∏?. Hey, its like Lotto, you never know...
.","Netflix So one day, I'll get to tell people how I had a $1K bet on Netflix moving up and. ....it sank like a boat [canoe] ...SMH... [man shrugging medium dark skin tone] .. Hey, its like Lotto, you never know...
.",,,,,
103869,2020/7/17,NFLX,disgust,bullish,$NFLX if $1.59 per share is worst ? Then 90% socks will be show up negative ?? earnings in lol,Netflix if $1.59 per share is worst ? Then 90% socks will be show up negative  [thumbs down]  earnings in lol,,,,,
103870,2020/7/17,DIS,anxiety,bearish,$DIS I still think it?ôll tank.. ?§∑?èº?ç‚?Ô∏?Disney I still think it?ôll tank..  [man shrugging medium light skin tone],,,,,,
103871,2020/7/17,NFLX,amusement,bullish,$NFLX raise ur hand if u shorted yesterday at 450 ????!!,Netflix raise ur hand if u shorted yesterday at 450  [face with tears of joy]  !!,,,,,
103872,2020/7/17,NFLX,disgust,bullish,$NFLX got in on the 12% dip ??,Netflix got in on the 12% dip  [face savoring food],,,,,
103873,2020/7/17,DIS,panic,bearish,$DIS they have to let this one go.??,Disney they have to let this one go. [chart decreasing],,,,,
103874,2020/7/17,NFLX,anxiety,bullish,$NFLX I?ôm looking for a good entry point. This looks messy. ??,Netflix I?ôm looking for a good entry point. This looks messy.  [face with monocle],,,,,
103875,2020/7/17,AAPL,disgust,bearish,$AAPL interesting new trait of long dated puts getting less valuable while prices are falling ?? Big old scam of a market.,Apple interesting new trait of long dated puts getting less valuable while prices are falling  [face with tears of joy]  Big old scam of a market.,,,,,
103876,2020/7/17,FB,optimism,bullish,$FB just made my weekly stock purchase ?í™... 5 year plan all in on Facebook,Facebook just made my weekly stock purchase  [flexed biceps] ... 5 year plan all in on Facebook,,,,,
103877,2020/7/17,AAPL,excitement,bearish,$AAPL lol morgan stanley is wild for all these price hikes ??,Apple lol morgan stanley is wild for all these price hikes  [face with tears of joy],,,,,
103878,2020/7/17,MSFT,disgust,bearish,$MSFT large revenues from china.... u don?ôt have to go their to grow ??,Microsoft large revenues from china.... u don?ôt have to go their to grow  [thumbs down],,,,,
103879,2020/7/17,TSLA,anger,bearish,"$TSLA 

Gonna take a ?í© on earnings. Lots of people gonna get ?î•","Tesla 

Gonna take a  [pile of poo]  on earnings. Lots of people gonna get  [fire] ",,,,,
103880,2020/7/17,CCL,optimism,bearish,"$CCL Is it gonna break $15 today? I think so! ?í∞ BUY these dips fellas! Average down, it'll be okay.","Carnival Is it gonna break $15 today? I think so!  [money bag]  BUY these dips fellas! Average down, it'll be okay.",,,,,
103881,2020/7/17,CCL,optimism,bearish,"$CCL V shaped recovery haha ?? Come on, I was born on a Thursday but it wasn?ôt yesterday. It will take years before cruising will recover.","Carnival V shaped recovery haha  [face with tears of joy]  Come on, I was born on a Thursday but it wasn?ôt yesterday. It will take years before cruising will recover.",,,,,
103882,2020/7/17,CCL,amusement,bearish,$CCL It was a bad week to stop sniffing glue!! Down 9'gs this last week. Well there's always next week!! ????,Carnival It was a bad week to stop sniffing glue!! Down 9'gs this last week. Well there's always next week!!  [winking face]  [smiling face with open hands],,,,,
103883,2020/7/17,TSLA,belief,bullish,$TSLA kramer said if this goes down. this would be a good buy into weakness due to battery day. ?í™?èª????,Tesla kramer said if this goes down. this would be a good buy into weakness due to battery day.  [flexed biceps light skin tone]  [rocket]  [full moon],,,,,
103884,2020/7/17,TSLA,disgust,bullish,$TSLA up big AH you guys are in trouble ??,Tesla up big AH you guys are in trouble  [face with tears of joy],,,,,
103885,2020/7/18,NFLX,belief,bearish,"$NFLX About to get sued by Monique. Waiting for the drop soon so maybe I could buy a little, idk yet! ?§∑?ç‚?Ô∏èü§?,Netflix About to get sued by Monique. Waiting for the drop soon so maybe I could buy a little"," idk yet!  [man shrugging]  [money mouth face] """,,,,,
103886,2020/7/18,BA,confusion,bearish,$BA is it too much to ask or a little positive news so this stock can move up to $200 ??,Boeing is it too much to ask or a little positive news so this stock can move up to $200  [thinking face],,,,,
103887,2020/7/18,TSLA,optimism,bullish,$TSLA Just to give bears something to sleep on.... If Elon Musk arguably one of the most intelligent of our time decided this was the quarter to issue short shorts ?©≥ and sell out... probably gonna be profitable.,Tesla Just to give bears something to sleep on.... If Elon Musk arguably one of the most intelligent of our time decided this was the quarter to issue short shorts  [shorts]  and sell out... probably gonna be profitable.,,,,,
103888,2020/7/18,BA,optimism,bearish,$BA say it with me ?úbagholding is fun?? ?íº ?íº ?íº,Boeing say it with me ?úbagholding is fun??  [briefcase],,,,,
103889,2020/7/18,TSLA,excitement,bullish,"$TSLA NEW PRODUCT LINE! ?? ?éØ 
This will push the price!","Tesla NEW PRODUCT LINE!  [ox]   [bullseye]  
This will push the price!",,,,,
103890,2020/7/18,PFE,optimism,bullish,$PFE Jumped on in with you guys and picked up a few cheap af lotto type calls for October. ??,Pfizer Jumped on in with you guys and picked up a few cheap af lotto type calls for October.  [crossed fingers],,,,,
103891,2020/7/20,AAPL,surprise,bullish,$AAPL Covid 19 Vaccine by November this Year. Just in time for PS5 & Iphone 12 Pro Max 5G for the whole Family ?????? ?•≥?•≥?•≥,Apple Covid 19 Vaccine by November this Year. Just in time for PS5 & Iphone 12 Pro Max 5G for the whole Family  [rocket]     [partying face],,,,,
103892,2020/7/20,AAPL,anxiety,bullish,$AAPL another stimulus payment coming... just in time for the new iPhone ??,Apple another stimulus payment coming... just in time for the new iPhone  [face with monocle],,,,,
103893,2020/7/20,AAPL,anxiety,bullish,$AAPL that 1 minute gap tho ?§§,Apple that 1 minute gap tho  [drooling face],,,,,
103894,2020/7/20,AAPL,confusion,bullish,$AAPL big momentum but calls barely moving??,Apple big momentum but calls barely moving [thinking face],,,,,
103895,2020/7/20,TSLA,excitement,bullish,$TSLA praying it goes up just by 10 dollars tomorrow. That?ôs all I?ôm hoping and I?ôll be happy ?§Ô?,Tesla praying it goes up just by 10 dollars tomorrow. That?ôs all I?ôm hoping and I?ôll be happy  [red heart],,,,,
103896,2020/7/20,BA,excitement,bearish,$BA puts for Wednesday ???èº???èº???èº LEGGGGOOOOO!! $170 maybe??,Boeing puts for Wednesday  [call me hand medium light skin tone]    LEGGGGOOOOO!! $170 maybe??,,,,,
103897,2020/7/20,MSFT,optimism,bullish,$MSFT won?ôt be surprised this pops $250 or better before end of year. Those calls are easy money. This looks immune to the pandemic. Get ?í∞,Microsoft won?ôt be surprised this pops $250 or better before end of year. Those calls are easy money. This looks immune to the pandemic. Get  [money bag],,,,,
103898,2020/7/20,AMZN,excitement,bullish,$AMZN Shorts are kissing the floor ?§´?íπ?í∏,Amazon Shorts are kissing the floor  [shushing face]  [chart increasing with yen]  [money with wings],,,,,
103899,2020/7/20,TSLA,optimism,bullish,$TSLA what is going on? Thought ER week is usually flat! Good for us?í∞,Tesla what is going on? Thought ER week is usually flat! Good for us [money bag],,,,,
103900,2020/7/20,TSLA,anger,bullish,$TSLA my only complaint is ?úwhere is my short shorts i ordered them when they hit and still waiting for the shipping info. ?§∑?èª?ç‚?Ô∏?Tesla my only complaint is ?úwhere is my short shorts i ordered them when they hit and still waiting for the shipping info.  [woman shrugging light skin tone],,,,,,
103901,2020/7/20,TSLA,excitement,bullish,"$TSLA 'its too high imo"" ultimate bear trap ????????","Tesla 'its too high imo"" ultimate bear trap  [face with tears of joy]  [rocket]   ",,,,,
103902,2020/7/20,TSLA,disgust,bullish,$TSLA Elon just stuck that ?? landing like he?ôs been sticking it to the shorts. ??,Tesla Elon just stuck that  [rocket]  landing like he?ôs been sticking it to the shorts.  [face with tears of joy],,,,,
103903,2020/7/20,MSFT,optimism,bullish,$MSFT Calls tomorrow will go brrrrr ?í∞,Microsoft Calls tomorrow will go brrrrr  [money bag],,,,,
103904,2020/7/20,DIS,disgust,bearish,"$DIS oh so this is what President Trump meant by ?úIt?ôs under control??
??","Disney oh so this is what President Trump meant by ?úIt?ôs under control??
 [face with tears of joy] ",,,,,
103905,2020/7/20,TSLA,excitement,bullish,"$TSLA Will this break $2,000 this week? ??","Tesla Will this break $2,000 this week?  [rocket] ",,,,,
103906,2020/7/20,MSFT,belief,bullish,$MSFT fomo going to kick in hard tomorrow this thing could hit $223 by close tomorrow ??,Microsoft fomo going to kick in hard tomorrow this thing could hit $223 by close tomorrow  [rocket],,,,,
103907,2020/7/20,TSLA,excitement,bullish,$TSLA tomorrow this musk fella will be third richest in the world. (Today he jumped to #5). Thursday #1. And next month his net worth will exceed that of the next 100 billionaires COMBINED ??,Tesla tomorrow this musk fella will be third richest in the world. (Today he jumped to #5). Thursday #1. And next month his net worth will exceed that of the next 100 billionaires COMBINED  [face with tears of joy],,,,,
103908,2020/7/21,BA,anxiety,bearish,$BA with so many people being bullish in here. Im a little scared with my puts ??????,Boeing with so many people being bullish in here. Im a little scared with my puts  [expressionless face],,,,,
103909,2020/7/21,AAPL,excitement,bullish,$AAPL this should have been $400 last week but MM algos was holding it back let?ôs go to the moon??????,Apple this should have been $400 last week but MM algos was holding it back let?ôs go to the moon [rocket],,,,,
103910,2020/7/21,AAPL,ambiguous,bullish,$AAPL atleast this we are attempting to break 400 from 393 and not from 382 lol ??,Apple atleast this we are attempting to break 400 from 393 and not from 382 lol  [face with tears of joy],,,,,
103911,2020/7/21,TSLA,anxiety,bullish,"$TSLA wow an 11$ dip is a jip, at least gimme a 100 discount.... ?§®","Tesla wow an 11$ dip is a jip, at least gimme a 100 discount....  [face with raised eyebrow] ",,,,,
103912,2020/7/21,NFLX,amusement,bullish,$NFLX come on you dirty girl ??,Netflix come on you dirty girl  [kiss mark],,,,,
103913,2020/7/21,NKE,ambiguous,bearish,$NKE Let?ôs ?úrun??this over inflated garbage shoe company into the ground - queue up the puts and down she goes!!!! ??,Nike Let?ôs ?úrun??this over inflated garbage shoe company into the ground - queue up the puts and down she goes!!!!  [face with tears of joy],,,,,
103914,2020/7/21,TSLA,optimism,bullish,"$TSLA saw the Tesla call trade yesterday, watched it go by

Didn?ôt miss it today ??","Tesla saw the Tesla call trade yesterday, watched it go by

Didn?ôt miss it today  [smiling face with sunglasses] ",,,,,
103915,2020/7/21,TSLA,anxiety,bullish,@1857chevy they said the exact same thing about $TSLA and look where it is now ?? i dont believe a word motley says,@1857chevy they said the exact same thing about Tesla and look where it is now  [grinning squinting face]  i dont believe a word motley says,,,,,
103916,2020/7/21,TSLA,amusement,bullish,$TSLA load up here thank you ?§©,Tesla load up here thank you  [star struck],,,,,
103917,2020/7/21,AMZN,surprise,bullish,$AMZN #AMZN yuge winner wohoo 50% Boom ?í•??,Amazon #AMZN yuge winner wohoo 50% Boom  [collision]  [rhinoceros],,,,,
103918,2020/7/21,TSLA,amusement,bullish,$TSLA That dip was a gift... Load em up !!!! ??????,Tesla That dip was a gift... Load em up !!!!  [grinning face],,,,,
103919,2020/7/21,TSLA,anxiety,bullish,$TSLA it is hilarious how shorters and bears try to scare Tesla holders... time and time again they learn their lesson. Don?ôt mess with Elon and Tesla. Clear short attack at 12:55pm... someone?ôs gonna be covering ?î• ?? ??,Tesla it is hilarious how shorters and bears try to scare Tesla holders... time and time again they learn their lesson. Don?ôt mess with Elon and Tesla. Clear short attack at 12:55pm... someone?ôs gonna be covering  [fire]   [rocket]   [full moon face],,,,,
103920,2020/7/21,NVDA,excitement,bullish,$NVDA Got in. Aiming for the 500$ ??,NVIDIA Got in. Aiming for the 500$  [rocket],,,,,
103921,2020/7/21,MSFT,optimism,bullish,"$MSFT it?ôs all to get money out of retail so they Big guys can make money .... if it?ôs red before ER , a good ER can really blast this one ?ùÔ?","Microsoft it?ôs all to get money out of retail so they Big guys can make money .... if it?ôs red before ER , a good ER can really blast this one  [index pointing up] ",,,,,
103922,2020/7/21,DIS,confusion,bearish,"$DIS whaaaat?! Going down?! Inconceivable! 

?? 

Bulls are delusional","Disney whaaaat?! Going down?! Inconceivable! 

 [face with tears of joy]  

Bulls are delusional",,,,,
103923,2020/7/21,TSLA,anger,bullish,$TSLA I didn?ôt expect this today! ??,Tesla I didn?ôt expect this today!  [unamused face],,,,,
103924,2020/7/21,TSLA,excitement,bearish,$TSLA Who picked up PUTS for this week ?í∏?î•?î•?í∏,Tesla Who picked up PUTS for this week  [money with wings]  [fire],,,,,
103925,2020/7/21,TSLA,belief,bearish,$TSLA ??selling Tesla?ôs at a fleet discount and then denying it ?? wall street is starting to catch onto the BS.  I think next week will be brutle.,Tesla  [face with tears of joy] selling Tesla?ôs at a fleet discount and then denying it   wall street is starting to catch onto the BS.  I think next week will be brutle.,,,,,
103926,2020/7/21,TSLA,optimism,bearish,$TSLA lol this is going to fall so hard... keep chasing ??,Tesla lol this is going to fall so hard... keep chasing  [ewe],,,,,
103927,2020/7/22,TSLA,confusion,bearish,$TSLA Please someone in SEC investigates Tesla's China sale. ??,Tesla Please someone in SEC investigates Tesla's China sale.  [thinking face],,,,,
103928,2020/7/22,BA,anxiety,bullish,$BA ?î•?î• FAA approval coming for maxx = announcement and its runs to $230+,Boeing  [fire]   FAA approval coming for maxx = announcement and its runs to $230+,,,,,
103929,2020/7/22,AAPL,confusion,bearish,$AAPL everyone and their mom said this will go up tomorrow.  ??,Apple everyone and their mom said this will go up tomorrow.   [thinking face],,,,,
103930,2020/7/22,MSFT,confusion,bearish,$MSFT everyone and their mom said this will go up tomorrow. ??,Microsoft everyone and their mom said this will go up tomorrow.  [thinking face],,,,,
103931,2020/7/22,TSLA,ambiguous,bearish,"All you $TSLA ?ùhomies??better be prepared, I see big changes! ??

Another -5%, at least ??","All you Tesla ?ùhomies??better be prepared, I see big changes!  [grinning face with smiling eyes] 

Another -5%, at least  [grinning squinting face] ",,,,,
103932,2020/7/22,TSLA,ambiguous,bearish,$TSLA ?? hey robbinhooders! How do you like buying options from people with real accounts who write them?,Tesla  [face with tears of joy]  hey robbinhooders! How do you like buying options from people with real accounts who write them?,,,,,
103933,2020/7/22,TSLA,ambiguous,bearish,$TSLA Sold more cars in Q2 than they produced - yet lowered the price of the Y by $3k - what does that tell you ? Q2 shutdown on production and they lower prices ? ??,Tesla Sold more cars in Q2 than they produced - yet lowered the price of the Y by $3k - what does that tell you ? Q2 shutdown on production and they lower prices ?  [grinning face],,,,,
103934,2020/7/22,TSLA,excitement,bearish,$TSLA  Allen you a cool dude ?? but Tesla is way over priced.  The truck is a little  deloreanish...,Tesla  Allen you a cool dude  [smiling face with sunglasses]  but Tesla is way over priced.  The truck is a little  deloreanish...,,,,,
103935,2020/7/22,AMZN,belief,bearish,"$AMZN Support at $3,084; if that breaks than a strong sell off to $2,900! Strong Resistance at $3,200 if it breaks then new all time highs. However there was a clear double top that formed on the daily chart. Long term I?ôm bullish short term I?ôm bearish ?êª","Amazon Support at $3,084; if that breaks than a strong sell off to $2,900! Strong Resistance at $3,200 if it breaks then new all time highs. However there was a clear double top that formed on the daily chart. Long term I?ôm bullish short term I?ôm bearish  [bear] ",,,,,
103936,2020/7/22,TSLA,anxiety,bearish,$TSLA  see you at 1000$ or less ?îª?îª?îª?îª?îª?¨‚è¨?¨‚è¨?òÔ??òÔ?‚¨áÔ?‚¨áÔ????????•æ????????????????‚§µÔ?‚§µÔ?‚§µÔ?‚§µÔ??ôÔ??ó°?òÔ??òÔ??¨‚è¨,Tesla  see you at 1000$ or less  [red triangle pointed down]      [fast down button]     [down right arrow]   [down arrow]   [paintbrush]   [eggplant]  [hiking boot]  [crayon]   :man?ôs_shoe::man?ôs_shoe: [chart decreasing]    [right arrow curving down]     [down left arrow]  [dagger],,,,,
103937,2020/7/22,MSFT,anxiety,bearish,$MSFT decreasing size when market open ?í∞,Microsoft decreasing size when market open  [money bag],,,,,
103938,2020/7/22,TSLA,ambiguous,bearish,$TSLA Cult members.... let the games begin!!!! ?êª,Tesla Cult members.... let the games begin!!!!  [bear],,,,,
103939,2020/7/22,MSFT,anxiety,bearish,$MSFT 200 before ER and 150 after ??,Microsoft 200 before ER and 150 after  [squinting face with tongue],,,,,
103940,2020/7/22,TSLA,amusement,bearish,$TSLA liking these put premiums for Friday.  Think I will get some more ??,Tesla liking these put premiums for Friday.  Think I will get some more  [money mouth face],,,,,
103941,2020/7/22,TSLA,ambiguous,bearish,$TSLA yeah it looks like it's going up?§£?§£?§£?§£,Tesla yeah it looks like it's going up [rolling on the floor laughing],,,,,
103942,2020/7/22,TSLA,excitement,bearish,$TSLA How far will it drop after ER ???§£,Tesla How far will it drop after ER  [face with tears of joy]  [rolling on the floor laughing],,,,,
103943,2020/7/22,TSLA,ambiguous,bearish,"$TSLA I?ôm Digging this, puts are up with the price action ??.","Tesla I?ôm Digging this, puts are up with the price action  [face with tears of joy] .",,,,,
